chr	start	end	local_h2g	pos	color
6	14791761	14792158	398	364167154	black
6	14792556	14793382	827	364168378	black
6	14793388	14793512	125	364168508	black
6	14793403	14818016	24614	364193012	black
6	14818017	14818202	186	364193198	black
6	14818203	14818428	226	364193424	black
6	14818429	14818455	27	364193451	black
6	14818754	14818818	65	364193814	black
6	14819609	14819678	70	364194674	black
6	14819679	14820287	609	364195283	black
6	14820274	14821821	1548	364196817	black
6	14821814	14822220	407	364197216	black
6	14822221	14822367	147	364197363	black
6	14822368	14822422	55	364197418	black
6	14822423	14822820	398	364197816	black
6	14823218	14824044	827	364199040	black
6	14824061	14837084	13024	364212080	black
6	14837085	14839504	2420	364214500	black
6	14839505	14896086	56582	364271082	black
6	14896087	14897463	1377	364272459	black
6	14897464	14936589	39126	364311585	black
6	14936591	14938156	1566	364313152	black
6	14938158	14938837	680	364313833	black
6	14938478	14941901	3424	364316897	black
6	14941864	14942128	265	364317124	black
6	14942129	14942330	202	364317326	black
6	14942241	14942352	112	364317348	black
6	14942353	14946015	3663	364321011	black
6	14942385	14942543	159	364317539	black
6	14945410	14946299	890	364321295	black
6	14946257	14946299	43	364321295	black
6	14946300	14947866	1567	364322862	black
6	14947868	14948107	240	364323103	black
6	14948108	14953422	5315	364328418	black
6	14953423	14956832	3410	364331828	black
6	14953817	14957452	3636	364332448	black
6	14957453	14970443	12991	364345439	black
6	14970259	14970465	207	364345461	black
6	14970282	14970495	214	364345491	black
6	14970463	14970639	177	364345635	black
6	14970606	14970829	224	364345825	black
6	14970830	14972647	1818	364347643	black
6	14971076	14972647	1572	364347643	black
6	14972647	14975131	2484	364350126	red
6	14972647	14977573	4926	364352568	red
6	16770159	16770485	327	366145481	black
6	16770485	16770641	156	366145636	red
6	16770642	16770798	157	366145794	black
6	16770802	16771004	203	366146000	black
6	16771005	16771961	957	366146957	black
6	16771959	16772348	390	366147344	black
6	16772349	16773113	765	366148109	black
6	16773101	16774172	1072	366149168	black
6	16774167	16776871	2705	366151867	black
6	16776767	16776849	83	366151845	black
6	16776850	16776867	18	366151863	black
6	16776868	16777322	455	366152318	black
6	16776917	16777478	562	366152474	black
6	16776995	16777225	231	366152221	black
6	16777323	16777567	245	366152563	black
6	16777326	16777645	320	366152641	black
6	16777649	16778391	743	366153387	black
6	16778390	16778779	390	366153775	black
6	16778780	16779545	766	366154541	black
6	16779564	16779677	114	366154673	black
6	16779682	16780415	734	366155411	black
6	16780431	16781161	731	366156157	black
6	16781338	16781514	177	366156510	black
6	16781515	16783862	2348	366158858	black
6	16783863	16784919	1057	366159915	black
6	16783863	16784406	544	366159402	black
6	16784357	16788452	4096	366163448	black
6	16788453	16789339	887	366164335	black
6	16789404	16790210	807	366165206	black
6	16789608	16789857	250	366164853	black
6	16789858	16792167	2310	366167163	black
6	16791204	16792711	1508	366167707	black
6	16792168	16792513	346	366167509	black
6	16792858	16793433	576	366168429	black
6	16793434	16793914	481	366168910	black
6	16793938	16794277	340	366169273	black
6	16794473	16794808	336	366169804	black
6	16794540	16794758	219	366169754	black
6	16794759	16795175	417	366170171	black
6	16795176	16795547	372	366170543	black
6	16795415	16795705	291	366170701	black
6	16795462	16795720	259	366170716	black
6	16795533	16795813	281	366170809	black
6	16795732	16795871	140	366170867	black
6	16795872	16796000	129	366170996	black
6	16796001	16796047	47	366171043	black
6	16796229	16796304	76	366171300	black
6	16796305	16796400	96	366171396	black
6	16796407	16796568	162	366171564	black
6	16796487	16796583	97	366171579	black
6	16796574	16796677	104	366171673	black
6	16796595	16796707	113	366171703	black
6	16796704	16796817	114	366171813	black
6	16796818	16798252	1435	366173248	black
6	16798246	16798691	446	366173687	black
6	16798970	16799332	363	366174328	black
6	16799107	16799299	193	366174295	black
6	16799300	16799718	419	366174714	black
6	16799719	16800086	368	366175082	black
6	16799982	16800065	84	366175061	black
6	16800066	16800352	287	366175348	black
6	16800328	16800410	83	366175406	black
6	16800411	16800541	131	366175537	black
6	16800511	16800931	421	366175927	black
6	16800542	16800585	44	366175581	black
6	16800897	16800943	47	366175939	black
6	16800939	16801104	166	366176100	black
6	16801093	16801213	121	366176209	black
6	16801122	16801243	122	366176239	black
6	16801240	16801354	115	366176350	black
6	16801355	16802870	1516	366177866	black
6	16802872	16803277	406	366178273	black
6	16803278	16804284	1007	366179280	black
6	16803698	16804522	825	366179518	black
6	16804518	16804704	187	366179700	black
6	16804633	16804698	66	366179694	black
6	16804699	16804737	39	366179733	black
6	16804738	16806206	1469	366181202	black
6	16805068	16805111	44	366180107	black
6	16805962	16806479	518	366181475	black
6	16806481	16808206	1726	366183202	black
6	16808094	16808259	166	366183255	black
6	16808220	16808283	64	366183279	black
6	16808280	16809280	1001	366184276	black
6	16809340	16809575	236	366184571	black
6	16809568	16809586	19	366184582	black
6	16809587	16809977	391	366184973	black
6	16809749	16810203	455	366185199	black
6	16810204	16810234	31	366185230	black
6	16810265	16810354	90	366185350	black
6	16810371	16811457	1087	366186453	black
6	16811450	16811514	65	366186510	black
6	16811661	16811759	99	366186755	black
6	16811710	16812153	444	366187149	black
6	16811889	16812494	606	366187490	black
6	16812207	16812541	335	366187537	black
6	16812494	16812706	213	366187702	black
6	16812702	16813443	742	366188439	black
6	16813372	16813794	423	366188790	black
6	16813779	16814173	395	366189169	black
6	16814186	16814279	94	366189275	black
6	16814281	16814360	80	366189356	black
6	16814390	16814462	73	366189458	black
6	16814463	16814501	39	366189497	black
6	16814476	16814604	129	366189600	black
6	16814620	16815389	770	366190385	black
6	16815390	16815456	67	366190452	black
6	16815419	16815515	97	366190511	black
6	16815467	16816096	630	366191092	black
6	16816097	16817475	1379	366192471	black
6	16817476	16819065	1590	366194061	black
6	16819066	16819349	284	366194345	black
6	16819350	16820538	1189	366195534	black
6	16820539	16820639	101	366195635	black
6	16820640	16822878	2239	366197874	black
6	16822879	16822961	83	366197957	black
6	16823003	16823288	286	366198284	black
6	16823030	16823306	277	366198302	black
6	16823194	16823339	146	366198335	black
6	16823261	16823423	163	366198419	black
6	16823306	16823345	40	366198341	black
6	16823346	16823419	74	366198415	black
6	16823420	16823432	13	366198428	black
6	16823430	16823476	47	366198472	black
6	16823449	16824099	651	366199095	black
6	16824100	16825507	1408	366200503	black
6	16825508	16826833	1326	366201829	black
6	16826473	16827152	680	366202148	black
6	16827153	16828738	1586	366203734	black
6	16828739	16829838	1100	366204834	black
6	16829872	16831334	1463	366206330	black
6	16831336	16832050	715	366207046	black
6	16832011	16832535	525	366207531	black
6	16832204	16832774	571	366207770	black
6	16832666	16835494	2829	366210490	black
6	16835549	16835929	381	366210925	black
6	16835930	16836211	282	366211207	black
6	16836090	16836238	149	366211234	black
6	16836645	16836731	87	366211727	black
6	16837303	16837339	37	366212335	black
6	16837364	16837526	163	366212522	black
6	16837461	16837534	74	366212530	black
6	16837575	16838186	612	366213182	black
6	16838191	16838310	120	366213306	black
6	16838415	16838540	126	366213536	black
6	16838561	16838696	136	366213692	black
6	16839116	16839430	315	366214426	black
6	16839542	16839596	55	366214592	black
6	16839610	16840674	1065	366215670	black
6	16840674	16841155	481	366216150	red
6	18271841	18272307	467	367647303	black
6	18272307	18276055	3748	367651050	red
6	21090624	21096738	6115	370471734	black
6	21096738	21097581	843	370472576	red
6	21097729	21098165	437	370473161	black
6	21098170	21098473	304	370473469	black
6	21098474	21099592	1119	370474588	black
6	21099597	21101807	2211	370476803	black
6	21101807	21105285	3478	370480280	red
6	22693640	22694143	504	372069139	black
6	22694143	22694715	572	372069710	red
6	22694712	22695988	1277	372070984	black
6	22695989	22696097	109	372071093	black
6	22696098	22696583	486	372071579	black
6	22696753	22697086	334	372072082	black
6	22697286	22697579	294	372072575	black
6	22697731	22697760	30	372072756	black
6	22697761	22697981	221	372072977	black
6	22697984	22698134	151	372073130	black
6	22698135	22698152	18	372073148	black
6	22698444	22698564	121	372073560	black
6	22698633	22699111	479	372074107	black
6	22699113	22700380	1268	372075376	black
6	22700373	22700592	220	372075588	black
6	22700589	22701870	1282	372076866	black
6	22701872	22702374	503	372077370	black
6	22702421	22703139	719	372078135	black
6	22703190	22704142	953	372079138	black
6	22704167	22704648	482	372079644	black
6	22704704	22704822	119	372079818	black
6	22704875	22705082	208	372080078	black
6	22705083	22708832	3750	372083828	black
6	22708833	22709030	198	372084026	black
6	22709022	22709117	96	372084113	black
6	22709049	22709189	141	372084185	black
6	22709187	22709240	54	372084236	black
6	22709241	22710459	1219	372085455	black
6	22710694	22711408	715	372086404	black
6	22711409	22711781	373	372086777	black
6	22711798	22711900	103	372086896	black
6	22711869	22712426	558	372087422	black
6	22712386	22712480	95	372087476	black
6	22712427	22712460	34	372087456	black
6	22712481	22712814	334	372087810	black
6	22712815	22712852	38	372087848	black
6	22712853	22712999	147	372087995	black
6	22712950	22713143	194	372088139	black
6	22713003	22713141	139	372088137	black
6	22713142	22713406	265	372088402	black
6	22713402	22713992	591	372088988	black
6	22713995	22714266	272	372089262	black
6	22714227	22714903	677	372089899	black
6	22714912	22716986	2075	372091982	black
6	22716613	22717035	423	372092031	black
6	22716987	22717302	316	372092298	black
6	22717305	22717795	491	372092791	black
6	22717882	22717949	68	372092945	black
6	22718001	22718090	90	372093086	black
6	22718325	22718609	285	372093605	black
6	22718796	22719102	307	372094098	black
6	22719221	22719406	186	372094402	black
6	22719450	22719739	290	372094735	black
6	22719899	22719972	74	372094968	black
6	22719968	22721013	1046	372096009	black
6	22720993	22721048	56	372096044	black
6	22721231	22721341	111	372096337	black
6	22722431	22722742	312	372097738	black
6	22722812	22724403	1592	372099399	black
6	22724440	22724534	95	372099530	black
6	22724754	22725470	717	372100466	black
6	22725673	22725981	309	372100977	black
6	22725992	22726609	618	372101605	black
6	22726688	22727460	773	372102456	black
6	22727852	22727945	94	372102941	black
6	22728617	22728930	314	372103926	black
6	22729323	22729725	403	372104721	black
6	22729748	22729973	226	372104969	black
6	22729974	22730016	43	372105012	black
6	22730017	22731035	1019	372106031	black
6	22731266	22731322	57	372106318	black
6	22731594	22731647	54	372106643	black
6	22731651	22731732	82	372106728	black
6	22732073	22732228	156	372107224	black
6	22732216	22734888	2673	372109884	black
6	22734889	22737611	2723	372112607	black
6	22737612	22738395	784	372113391	black
6	22738398	22742601	4204	372117597	black
6	22741256	22744894	3639	372119890	black
6	22744386	22745381	996	372120377	black
6	22745382	22745599	218	372120595	black
6	22745600	22745628	29	372120624	black
6	22745629	22746002	374	372120998	black
6	22746014	22746322	309	372121318	black
6	22746553	22746609	57	372121605	black
6	22746880	22746933	54	372121929	black
6	22747634	22748022	389	372123018	black
6	22748023	22748055	33	372123051	black
6	22748056	22748532	477	372123528	black
6	22748554	22748730	177	372123726	black
6	22748730	22749808	1079	372124804	black
6	22749809	22750960	1152	372125956	black
6	22751035	22751234	200	372126230	black
6	22751231	22751274	44	372126270	black
6	22751275	22751487	213	372126483	black
6	22751492	22751855	364	372126851	black
6	22751864	22753627	1764	372128623	black
6	22753628	22753690	63	372128686	black
6	22753691	22753997	307	372128993	black
6	22753997	22754561	565	372129557	black
6	22754232	22754605	374	372129601	black
6	22754531	22754625	95	372129621	black
6	22754613	22754625	13	372129621	black
6	22754626	22754747	122	372129743	black
6	22754748	22754760	13	372129756	black
6	22754749	22755035	287	372130031	black
6	22755034	22755293	260	372130289	black
6	22755332	22755527	196	372130523	black
6	22755604	22755733	130	372130729	black
6	22755734	22755749	16	372130745	black
6	22755740	22755959	220	372130955	black
6	22755750	22755765	16	372130761	black
6	22755961	22756157	197	372131153	black
6	22756208	22756497	290	372131493	black
6	22756656	22756864	209	372131860	black
6	22756865	22756904	40	372131900	black
6	22756905	22758180	1276	372133176	black
6	22758176	22758230	55	372133226	black
6	22758351	22758522	172	372133518	black
6	22759622	22760198	577	372135194	black
6	22760258	22761543	1286	372136539	black
6	22761540	22761700	161	372136696	black
6	22761736	22761817	82	372136813	black
6	22763205	22763811	607	372138807	black
6	22763843	22763878	36	372138874	black
6	22763858	22764600	743	372139596	black
6	22764237	22764646	410	372139642	black
6	22765785	22766100	316	372141096	black
6	22766495	22767819	1325	372142815	black
6	22767826	22768131	306	372143127	black
6	22768283	22768312	30	372143308	black
6	22768313	22768533	221	372143529	black
6	22768536	22768685	150	372143681	black
6	22768590	22768743	154	372143739	black
6	22769183	22769683	501	372144679	black
6	22769685	22771790	2106	372146786	black
6	22771792	22774028	2237	372149024	black
6	22774030	22774531	502	372149527	black
6	22774578	22775295	718	372150291	black
6	22775345	22776536	1192	372151532	black
6	22776536	22776600	64	372151595	red
6	22820285	22821804	1520	372196800	black
6	22821805	22823220	1416	372198216	black
6	22823221	22823330	110	372198326	black
6	22823331	22823817	487	372198813	black
6	22823986	22824319	334	372199315	black
6	22824519	22824811	293	372199807	black
6	22824963	22824992	30	372199988	black
6	22824993	22825213	221	372200209	black
6	22825216	22825366	151	372200362	black
6	22825367	22825384	18	372200380	black
6	22825862	22826339	478	372201335	black
6	22826341	22827588	1248	372202584	black
6	22827580	22827796	217	372202792	black
6	22827778	22829078	1301	372204074	black
6	22829080	22829580	501	372204576	black
6	22829626	22830342	717	372205338	black
6	22830393	22831345	953	372206341	black
6	22831370	22831849	480	372206845	black
6	22831906	22832023	118	372207019	black
6	22832076	22832283	208	372207279	black
6	22832284	22836040	3757	372211036	black
6	22836041	22836204	164	372211200	black
6	22836229	22836413	185	372211409	black
6	22836256	22836441	186	372211437	black
6	22836424	22836434	11	372211430	black
6	22836435	22836514	80	372211510	black
6	22836437	22836528	92	372211524	black
6	22836460	22836548	89	372211544	black
6	22836507	22836705	199	372211701	black
6	22836547	22836699	153	372211695	black
6	22836700	22836845	146	372211841	black
6	22836703	22836849	147	372211845	black
6	22836851	22836934	84	372211930	black
6	22836935	22837109	175	372212105	black
6	22837105	22837692	588	372212688	black
6	22837695	22837964	270	372212960	black
6	22837926	22838598	673	372213594	black
6	22838610	22840683	2074	372215679	black
6	22840312	22840732	421	372215728	black
6	22840680	22841001	322	372215997	black
6	22841000	22841491	492	372216487	black
6	22841572	22841692	121	372216688	black
6	22842029	22842333	305	372217329	black
6	22842516	22842828	313	372217824	black
6	22842947	22843130	184	372218126	black
6	22843176	22843462	287	372218458	black
6	22843622	22843836	215	372218832	black
6	22843808	22845124	1317	372220120	black
6	22845105	22845160	56	372220156	black
6	22845342	22845453	112	372220449	black
6	22846555	22846861	307	372221857	black
6	22846931	22848511	1581	372223507	black
6	22848546	22848640	95	372223636	black
6	22848860	22849525	666	372224521	black
6	22850086	22850698	613	372225694	black
6	22850723	22851563	841	372226559	black
6	22853427	22854948	1522	372229944	black
6	22854949	22855863	915	372230859	black
6	22855874	22857769	1896	372232765	black
6	22857760	22857770	11	372232766	black
6	22857771	22858006	236	372233002	black
6	22857913	22860408	2496	372235404	black
6	22860407	22860610	204	372235606	black
6	22860659	22860797	139	372235793	black
6	22860795	22861283	489	372236279	black
6	22861334	22862584	1251	372237580	black
6	22862588	22862708	121	372237704	black
6	22862712	22863137	426	372238133	black
6	22863335	22863421	87	372238417	black
6	22864212	22864259	48	372239255	black
6	22865199	22865238	40	372240234	black
6	22865381	22865463	83	372240459	black
6	22865419	22865511	93	372240507	black
6	22865436	22865519	84	372240515	black
6	22865537	22865565	29	372240561	black
6	22865566	22865998	433	372240994	black
6	22865987	22866024	38	372241020	black
6	22866025	22866115	91	372241111	black
6	22866096	22866209	114	372241205	black
6	22866210	22866562	353	372241558	black
6	22866567	22870256	3690	372245252	black
6	22870257	22870469	213	372245465	black
6	22870474	22870884	411	372245880	black
6	22870885	22872216	1332	372247212	black
6	22872216	22872661	445	372247656	red
6	30839976	30851199	11224	380226195	black
6	30851199	30851465	266	380226460	red
6	30851466	30852453	988	380227449	black
6	30852454	30853008	555	380228004	black
6	30853009	30853818	810	380228814	black
6	30853709	30853829	121	380228825	black
6	30853830	30853931	102	380228927	black
6	30853866	30853962	97	380228958	black
6	30853901	30854002	102	380228998	black
6	30853936	30854032	97	380229028	black
6	30853972	30854091	120	380229087	black
6	30854033	30854125	93	380229121	black
6	30854126	30854456	331	380229452	black
6	30854458	30855661	1204	380230657	black
6	30855662	30856048	387	380231044	black
6	30856049	30856150	102	380231146	black
6	30856085	30856181	97	380231177	black
6	30856120	30856216	97	380231212	black
6	30856155	30856251	97	380231247	black
6	30856191	30856290	100	380231286	black
6	30856226	30856325	100	380231321	black
6	30856261	30856363	103	380231359	black
6	30856365	30857043	679	380232039	black
6	30857044	30857069	26	380232065	black
6	30857070	30857285	216	380232281	black
6	30857318	30859180	1863	380234176	black
6	30859171	30859205	35	380234201	black
6	30859183	30859324	142	380234320	black
6	30859325	30863569	4245	380238565	black
6	30863069	30863571	503	380238567	black
6	30863573	30864341	769	380239337	black
6	30864319	30864349	31	380239345	black
6	30864350	30866263	1914	380241259	black
6	30866263	30866594	332	380241590	black
6	30866597	30869124	2528	380244120	black
6	30869140	30869680	541	380244676	black
6	30869684	30869737	54	380244733	black
6	30869738	30870017	280	380245013	black
6	30870018	30870143	126	380245139	black
6	30870484	30871098	615	380246094	black
6	30871115	30872790	1676	380247786	black
6	30873458	30873826	369	380248822	black
6	30873829	30873974	146	380248970	black
6	30873993	30876271	2279	380251267	black
6	30876279	30876806	528	380251802	black
6	30876820	30876867	48	380251863	black
6	30876868	30877153	286	380252149	black
6	30877154	30877280	127	380252276	black
6	30877321	30877611	291	380252607	black
6	30877615	30878239	625	380253235	black
6	30878255	30878521	267	380253517	black
6	30878557	30880340	1784	380255336	black
6	30880330	30880364	35	380255360	black
6	30880342	30880477	136	380255473	black
6	30880478	30884727	4250	380259723	black
6	30884015	30884727	713	380259723	black
6	30884728	30885494	767	380260490	black
6	30885472	30885492	21	380260488	black
6	30885503	30887304	1802	380262300	black
6	30887527	30888791	1265	380263787	black
6	30889411	30889776	366	380264772	black
6	30889829	30889928	100	380264924	black
6	30889942	30891584	1643	380266580	black
6	30891585	30891765	181	380266761	black
6	30891749	30892764	1016	380267760	black
6	30892767	30894717	1951	380269713	black
6	30894730	30894858	129	380269854	black
6	30894863	30897037	2175	380272033	black
6	30897022	30897037	16	380272033	black
6	30897038	30897206	169	380272202	black
6	30897208	30898639	1432	380273635	black
6	30898640	30899371	732	380274367	black
6	30899372	30900798	1427	380275794	black
6	30900663	30900838	176	380275834	black
6	30901068	30901103	36	380276099	black
6	30901147	30901381	235	380276377	black
6	30901359	30901369	11	380276365	black
6	30901370	30901462	93	380276458	black
6	30901415	30902124	710	380277120	black
6	30902057	30902148	92	380277144	black
6	30902135	30905937	3803	380280933	black
6	30905932	30907357	1426	380282353	black
6	30907220	30907395	176	380282391	black
6	30907625	30907660	36	380282656	black
6	30907704	30907937	234	380282933	black
6	30907938	30908722	785	380283718	black
6	30908725	30908755	31	380283751	black
6	30908726	30908906	181	380283902	black
6	30908889	30911187	2299	380286183	black
6	30911191	30914865	3675	380289861	black
6	30914879	30915047	169	380290043	black
6	30915048	30916982	1935	380291978	black
6	30917084	30917336	253	380292332	black
6	30917340	30917799	460	380292795	black
6	30917845	30918130	286	380293126	black
6	30918135	30918758	624	380293754	black
6	30918317	30920548	2232	380295544	black
6	30920503	30920707	205	380295703	black
6	30921166	30921419	254	380296415	black
6	30921563	30921674	112	380296670	black
6	30921686	30922375	690	380297371	black
6	30922383	30924193	1811	380299189	black
6	30924184	30924195	12	380299191	black
6	30924195	30924220	26	380299216	black
6	30924196	30924431	236	380299427	black
6	30924338	30928544	4207	380303540	black
6	30927877	30928589	713	380303585	black
6	30928590	30929347	758	380304343	black
6	30929348	30931179	1832	380306175	black
6	30931182	30931750	569	380306746	black
6	30931636	30931756	121	380306752	black
6	30931757	30932553	797	380307549	black
6	30932556	30934627	2072	380309623	black
6	30934632	30934930	299	380309926	black
6	30934931	30935042	112	380310038	black
6	30935043	30936123	1081	380311119	black
6	30936133	30936570	438	380311566	black
6	30936571	30936885	315	380311881	black
6	30936878	30938686	1809	380313682	black
6	30938675	30938696	22	380313692	black
6	30938697	30939465	769	380314461	black
6	30939466	30940152	687	380315148	black
6	30939503	30943687	4185	380318683	black
6	30943595	30943830	236	380318826	black
6	30943802	30943838	37	380318834	black
6	30943808	30943831	24	380318827	black
6	30943832	30945419	1588	380320415	black
6	30945420	30945642	223	380320638	black
6	30945652	30947917	2266	380322913	black
6	30947919	30949539	1621	380324535	black
6	30949539	30949816	277	380324811	red
6	33301316	33301922	607	382676918	black
6	33301945	33302046	102	382677042	black
6	33301970	33302710	741	382677706	black
6	33302349	33302756	408	382677752	black
6	33303920	33304240	321	382679236	black
6	33304635	33305959	1325	382680955	black
6	33305966	33306271	306	382681267	black
6	33306423	33306452	30	382681448	black
6	33306453	33306673	221	382681669	black
6	33306635	33306670	36	382681666	black
6	33306671	33306765	95	382681761	black
6	33306766	33306823	58	382681819	black
6	33307263	33307763	501	382682759	black
6	33307765	33309839	2075	382684835	black
6	33309841	33312076	2236	382687072	black
6	33312078	33312579	502	382687575	black
6	33312626	33313341	716	382688337	black
6	33313392	33314647	1256	382689643	black
6	33314648	33314778	131	382689774	black
6	33314779	33315201	423	382690197	black
6	33315402	33315481	80	382690477	black
6	33316280	33316366	87	382691362	black
6	33316367	33318197	1831	382693193	black
6	33318206	33319120	915	382694116	black
6	33319140	33319885	746	382694881	black
6	33319894	33319945	52	382694941	black
6	33319946	33320123	178	382695119	black
6	33320000	33320702	703	382695698	black
6	33320033	33320940	908	382695936	black
6	33320124	33320361	238	382695357	black
6	33320266	33321319	1054	382696315	black
6	33321319	33323634	2316	382698630	black
6	33323639	33323678	40	382698674	black
6	33323679	33324070	392	382699066	black
6	33324126	33324241	116	382699237	black
6	33324242	33324592	351	382699588	black
6	33324593	33328368	3776	382703364	black
6	33328369	33328580	212	382703576	black
6	33328558	33328653	96	382703649	black
6	33328585	33328778	194	382703774	black
6	33328779	33329391	613	382704387	black
6	33329393	33329550	158	382704546	black
6	33329546	33331794	2249	382706790	black
6	33331783	33333656	1874	382708652	black
6	33333659	33336849	3191	382711845	black
6	33336850	33337462	613	382712458	black
6	33337464	33337621	158	382712617	black
6	33337617	33338224	608	382713220	black
6	33338235	33338498	264	382713494	black
6	33338500	33338652	153	382713648	black
6	33338653	33338871	219	382713867	black
6	33338757	33338903	147	382713899	black
6	33338888	33340784	1897	382715780	black
6	33340785	33341155	371	382716151	black
6	33341172	33341800	629	382716796	black
6	33341760	33341852	93	382716848	black
6	33341801	33341834	34	382716830	black
6	33341855	33342187	333	382717183	black
6	33342180	33342366	187	382717362	black
6	33342220	33342372	153	382717368	black
6	33342316	33342517	202	382717513	black
6	33342523	33342785	263	382717781	black
6	33342781	33343354	574	382718350	black
6	33343346	33343619	274	382718615	black
6	33343580	33344265	686	382719261	black
6	33344279	33346310	2032	382721306	black
6	33346309	33346623	315	382721619	black
6	33346622	33346880	259	382721876	black
6	33346911	33347114	204	382722110	black
6	33347191	33347318	128	382722314	black
6	33347207	33347320	114	382722316	black
6	33347321	33347353	33	382722349	black
6	33347321	33347334	14	382722330	black
6	33347855	33348124	270	382723120	black
6	33348316	33348608	293	382723604	black
6	33348727	33348921	195	382723917	black
6	33348967	33349248	282	382724244	black
6	33349388	33349408	21	382724404	black
6	33349412	33349454	43	382724450	black
6	33349451	33350680	1230	382725676	black
6	33350656	33350710	55	382725706	black
6	33353219	33353794	576	382728790	black
6	33353854	33355432	1579	382730428	black
6	33355468	33355547	80	382730543	black
6	33355791	33356979	1189	382731975	black
6	33357636	33358477	842	382733473	black
6	33358870	33359001	132	382733997	black
6	33359639	33359952	314	382734948	black
6	33359829	33360125	297	382735121	black
6	33360347	33361867	1521	382736863	black
6	33361868	33363284	1417	382738280	black
6	33363285	33363394	110	382738390	black
6	33363395	33363881	487	382738877	black
6	33364050	33364384	335	382739380	black
6	33364578	33364875	298	382739871	black
6	33365027	33365056	30	382740052	black
6	33365057	33365277	221	382740273	black
6	33365280	33365430	151	382740426	black
6	33365431	33365448	18	382740444	black
6	33365926	33366186	261	382741182	black
6	33366186	33366402	216	382741397	red
6	34891684	34892405	722	384267401	black
6	34892288	34892897	610	384267893	black
6	34892405	34892814	409	384267809	red
6	34892712	34893413	702	384268409	black
6	34892898	34893001	104	384267997	black
6	34893416	34893441	26	384268437	black
6	34893442	34893700	259	384268696	black
6	34893477	34893883	407	384268879	black
6	34893701	34893773	73	384268769	black
6	34893774	34893884	111	384268880	black
6	34894385	34894546	162	384269542	black
6	34894397	34894584	188	384269580	black
6	34894888	34894947	60	384269943	black
6	34895241	34895292	52	384270288	black
6	34895296	34895328	33	384270324	black
6	34895405	34895459	55	384270455	black
6	34895466	34895712	247	384270708	black
6	34895718	34895991	274	384270987	black
6	34896029	34896250	222	384271246	black
6	34897301	34897724	424	384272720	black
6	34897747	34897942	196	384272938	black
6	34897948	34898269	322	384273265	black
6	34898281	34898319	39	384273315	black
6	34898322	34898442	121	384273438	black
6	34898424	34898436	13	384273432	black
6	34898437	34898535	99	384273531	black
6	34898536	34898711	176	384273707	black
6	34898536	34898553	18	384273549	black
6	34900292	34900442	151	384275438	black
6	34900368	34900463	96	384275459	black
6	34900542	34901286	745	384276282	black
6	34901418	34901722	305	384276718	black
6	34901723	34902043	321	384277039	black
6	34901856	34902045	190	384277041	black
6	34902044	34904111	2068	384279107	black
6	34904168	34904461	294	384279457	black
6	34904218	34904624	407	384279620	black
6	34904296	34905012	717	384280008	black
6	34904462	34905112	651	384280108	black
6	34905013	34905162	150	384280158	black
6	34905142	34907884	2743	384282880	black
6	34907436	34908456	1021	384283452	black
6	34908475	34909227	753	384284223	black
6	34909228	34909343	116	384284339	black
6	34910081	34910178	98	384285174	black
6	34910172	34910218	47	384285214	black
6	34910225	34912123	1899	384287119	black
6	34912134	34912282	149	384287278	black
6	34912282	34912872	591	384287868	black
6	34912877	34913092	216	384288088	black
6	34913093	34913207	115	384288203	black
6	34913174	34913310	137	384288306	black
6	34913321	34913628	308	384288624	black
6	34913628	34914750	1123	384289746	black
6	34914390	34915067	678	384290063	black
6	34915068	34916621	1554	384291617	black
6	34916623	34917325	703	384292321	black
6	34917326	34918236	911	384293232	black
6	34918236	34918456	220	384293451	red
6	38397806	38397882	77	387772878	black
6	38398181	38398292	112	387773288	black
6	38399103	38399159	57	387774155	black
6	38399160	38399178	19	387774174	black
6	38399642	38399831	190	387774827	black
6	38400471	38400516	46	387775512	black
6	38401156	38401308	153	387776304	black
6	38401417	38401558	142	387776554	black
6	38402253	38402365	113	387777361	black
6	38402407	38402580	174	387777576	black
6	38403586	38403884	299	387778880	black
6	38403798	38403881	84	387778877	black
6	38403882	38404683	802	387779679	black
6	38404684	38405570	887	387780566	black
6	38405571	38406459	889	387781455	black
6	38406460	38406758	299	387781754	black
6	38406760	38407496	737	387782492	black
6	38407540	38407600	61	387782596	black
6	38407693	38408746	1054	387783742	black
6	38408747	38408797	51	387783793	black
6	38408917	38409433	517	387784429	black
6	38409546	38409631	86	387784627	black
6	38409783	38409867	85	387784863	black
6	38409915	38410016	102	387785012	black
6	38410101	38410380	280	387785376	black
6	38410473	38410931	459	387785927	black
6	38411404	38411526	123	387786522	black
6	38411908	38411960	53	387786956	black
6	38412950	38413046	97	387788042	black
6	38413284	38413398	115	387788394	black
6	38413876	38413998	123	387788994	black
6	38414160	38414239	80	387789235	black
6	38415069	38415200	132	387790196	black
6	38416489	38416828	340	387791824	black
6	38416872	38416932	61	387791928	black
6	38417034	38418082	1049	387793078	black
6	38418094	38418517	424	387793513	black
6	38418630	38418715	86	387793711	black
6	38418869	38418952	84	387793948	black
6	38419000	38419101	102	387794097	black
6	38419186	38419466	281	387794462	black
6	38419559	38420017	459	387795013	black
6	38420469	38420745	277	387795741	black
6	38422856	38423043	188	387798039	black
6	39602302	39603898	1597	388978894	black
6	39603898	39605845	1947	388980840	red
6	39605815	39606225	411	388981221	black
